date,kospi,fx,cds,spread,kospi_6m_avg,kospi_gap_pct,fx_6m_avg,fx_gap_pct
2021-08-11,3221.00,1156.40,18,43.0,3165.36,1.76,1126.07,2.69
2021-08-12,3208.00,1161.20,18,43.0,3165.36,1.35,1126.07,3.12
2021-08-13,3171.00,1169.00,18,42.0,3165.36,0.18,1126.07,3.81
2021-08-17,3143.00,1176.30,18,43.0,3165.36,-0.71,1126.07,4.46
2021-08-18,3159.00,1168.00,18,43.0,3165.36,-0.20,1126.07,3.72
2021-08-19,3098.00,1176.20,18,43.0,3165.36,-2.13,1126.07,4.45
2021-08-20,3061.00,1179.60,18,43.0,3165.36,-3.30,1126.07,4.75
2021-08-23,3090.00,1173.70,18,43.0,3165.36,-2.38,1126.07,4.23
2021-08-24,3138.00,1165.60,18,42.0,3165.36,-0.86,1126.07,3.51
2021-08-25,3147.00,1168.10,18,42.0,3165.36,-0.58,1126.07,3.73
2021-08-26,3129.00,1170.50,18,44.0,3165.36,-1.15,1126.07,3.95
2021-08-27,3134.00,1169.20,18,43.0,3165.36,-0.99,1126.07,3.83
2021-08-30,3144.00,1167.00,18,43.0,3165.36,-0.67,1126.07,3.63
2021-08-31,3199.00,1159.50,18,43.0,3165.36,1.06,1126.07,2.97
2021-09-01,3207.00,1157.20,18,43.0,3178.92,0.88,1134.33,2.02
2021-09-02,3176.00,1161.50,18,44.0,3178.92,-0.09,1134.33,2.39
2021-09-03,3201.00,1157.00,18,43.0,3178.92,0.69,1134.33,2.00
2021-09-06,3203.00,1156.50,18,42.0,3178.92,0.76,1134.33,1.95
2021-09-07,3187.00,1157.80,18,43.0,3178.92,0.25,1134.33,2.07
2021-09-08,3163.00,1166.70,18,42.0,3178.92,-0.50,1134.33,2.85
2021-09-09,3115.00,1169.20,18,42.0,3178.92,-2.01,1134.33,3.07
2021-09-10,3126.00,1169.10,18,44.0,3178.92,-1.66,1134.33,3.06
2021-09-13,3128.00,1176.00,18,43.0,3178.92,-1.60,1134.33,3.67
2021-09-14,3149.00,1170.80,18,44.0,3178.92,-0.94,1134.33,3.21
2021-09-15,3153.00,1170.50,18,45.0,3178.92,-0.82,1134.33,3.19
2021-09-16,3130.00,1171.80,18,45.0,3178.92,-1.54,1134.33,3.30
2021-09-17,3141.00,1175.00,18,44.0,3178.92,-1.19,1134.33,3.59
2021-09-23,3128.00,1175.50,19,44.0,3178.92,-1.60,1134.33,3.63
2021-09-24,3125.00,1176.50,19,44.0,3178.92,-1.70,1134.33,3.72
2021-09-28,3098.00,1184.40,19,45.0,3178.92,-2.55,1134.33,4.41
2021-09-29,3060.00,1181.80,20,46.0,3178.92,-3.74,1134.33,4.18
2021-09-30,3069.00,1184.00,19,46.0,3178.92,-3.46,1134.33,4.38
2021-10-01,3019.00,1188.70,19,46.0,3199.01,-5.63,1140.28,4.25
2021-10-05,2962.00,1188.70,20,45.0,3199.01,-7.41,1140.28,4.25
2021-10-06,2908.00,1192.30,20,45.0,3199.01,-9.10,1140.28,4.56
2021-10-07,2959.00,1190.40,20,46.0,3199.01,-7.50,1140.28,4.40
2021-10-08,2956.00,1194.60,20,46.0,3199.01,-7.60,1140.28,4.76
2021-10-12,2916.00,1198.80,22,44.0,3199.01,-8.85,1140.28,5.13
2021-10-13,2944.00,1193.80,22,45.0,3199.01,-7.97,1140.28,4.69
2021-10-14,2989.00,1186.80,22,45.0,3199.01,-6.56,1140.28,4.08
2021-10-15,3015.00,1182.40,21,45.0,3199.01,-5.75,1140.28,3.69
2021-10-18,3007.00,1187.60,20,45.0,3199.01,-6.00,1140.28,4.15
2021-10-19,3029.00,1178.70,20,46.0,3199.01,-5.31,1140.28,3.37
2021-10-20,3013.00,1174.20,19,47.0,3199.01,-5.81,1140.28,2.97
2021-10-21,3007.00,1177.20,19,47.0,3199.01,-6.00,1140.28,3.24
2021-10-22,3006.00,1177.10,20,47.0,3199.01,-6.03,1140.28,3.23
2021-10-25,3021.00,1168.40,19,47.0,3199.01,-5.56,1140.28,2.47
2021-10-26,3049.00,1167.60,19,47.0,3199.01,-4.69,1140.28,2.40
2021-10-27,3025.00,1170.00,19,47.0,3199.01,-5.44,1140.28,2.61
2021-10-28,3010.00,1169.70,19,47.0,3199.01,-5.91,1140.28,2.58
2021-10-29,2971.00,1168.60,19,47.0,3199.01,-7.13,1140.28,2.48
2021-11-01,2979.00,1176.50,19,47.0,3170.25,-6.03,1150.40,2.27
2021-11-02,3013.00,1174.40,19,50.0,3170.25,-4.96,1150.40,2.09
2021-11-03,2976.00,1181.60,19,50.0,3170.25,-6.13,1150.40,2.71
2021-11-04,2983.00,1182.60,19,50.0,3170.25,-5.91,1150.40,2.80
2021-11-05,2969.00,1185.20,18,53.0,3170.25,-6.35,1150.40,3.02
2021-11-08,2960.00,1183.10,19,53.0,3170.25,-6.63,1150.40,2.84
2021-11-09,2962.00,1177.20,19,53.0,3170.25,-6.57,1150.40,2.33
2021-11-10,2930.00,1180.90,20,54.0,3170.25,-7.58,1150.40,2.65
2021-11-11,2925.00,1180.80,20,54.0,3170.25,-7.74,1150.40,2.64
2021-11-12,2969.00,1179.60,19,53.0,3170.25,-6.35,1150.40,2.54
2021-11-15,3000.00,1178.40,19,55.0,3170.25,-5.37,1150.40,2.43
2021-11-16,2997.00,1179.90,19,55.0,3170.25,-5.46,1150.40,2.56
2021-11-17,2962.00,1182.50,19,55.0,3170.25,-6.57,1150.40,2.79
2021-11-18,2947.00,1180.40,19,56.0,3170.25,-7.04,1150.40,2.61
2021-11-19,2971.00,1185.30,19,54.0,3170.25,-6.28,1150.40,3.03
2021-11-22,3013.00,1185.10,19,54.0,3170.25,-4.96,1150.40,3.02
2021-11-23,2997.00,1189.70,19,55.0,3170.25,-5.46,1150.40,3.42
2021-11-24,2994.00,1186.50,19,56.0,3170.25,-5.56,1150.40,3.14
2021-11-25,2980.00,1190.20,19,57.0,3170.25,-6.00,1150.40,3.46
2021-11-26,2936.00,1193.30,19,57.0,3170.25,-7.39,1150.40,3.73
2021-11-29,2909.00,1193.00,20,58.0,3170.25,-8.24,1150.40,3.70
2021-11-30,2839.00,1187.90,20,57.0,3170.25,-10.45,1150.40,3.26
2021-12-01,2900.00,1179.20,21,58.0,3133.86,-7.46,1159.86,1.67
2021-12-02,2945.00,1175.90,20,56.0,3133.86,-6.03,1159.86,1.38
2021-12-03,2968.00,1180.10,21,56.0,3133.86,-5.29,1159.86,1.74
2021-12-06,2973.00,1183.00,21,57.0,3133.86,-5.13,1159.86,1.99
2021-12-07,2992.00,1179.50,21,58.0,3133.86,-4.53,1159.86,1.69
2021-12-08,3002.00,1175.90,20,58.0,3133.86,-4.21,1159.86,1.38
2021-12-09,3030.00,1174.50,21,60.0,3133.86,-3.31,1159.86,1.26
2021-12-10,3010.00,1181.30,21,59.0,3133.86,-3.95,1159.86,1.85
2021-12-13,3002.00,1180.80,21,61.0,3133.86,-4.21,1159.86,1.81
2021-12-15,2989.00,1185.20,22,62.0,3133.86,-4.62,1159.86,2.18
2021-12-16,3006.00,1183.90,21,63.0,3133.86,-4.08,1159.86,2.07
2021-12-17,3018.00,1180.90,21,63.0,3133.86,-3.70,1159.86,1.81
2021-12-20,2963.00,1190.80,21,63.0,3133.86,-5.45,1159.86,2.67
2021-12-21,2975.00,1192.90,21,64.0,3133.86,-5.07,1159.86,2.85
2021-12-22,2984.00,1192.00,22,63.0,3133.86,-4.78,1159.86,2.77
2021-12-23,2998.00,1187.90,21,63.0,3133.86,-4.34,1159.86,2.42
2021-12-24,3012.00,1186.60,21,64.0,3133.86,-3.89,1159.86,2.31
2021-12-27,3000.00,1186.80,21,63.0,3133.86,-4.27,1159.86,2.32
2021-12-28,3020.00,1188.00,21,63.0,3133.86,-3.63,1159.86,2.43
2021-12-29,2993.00,1186.50,21,63.0,3133.86,-4.49,1159.86,2.30
2021-12-30,2978.00,1188.80,21,62.0,3133.86,-4.97,1159.86,2.49
2021-12-31,2978.00,1188.80,21,62.0,3133.86,-4.97,1159.86,2.49
2022-01-03,2989.00,1191.80,21,60.0,3085.36,-3.12,1170.96,1.78
2022-01-04,2989.00,1194.10,21,60.0,3085.36,-3.12,1170.96,1.98
2022-01-05,2954.00,1196.90,21,60.0,3085.36,-4.26,1170.96,2.21
2022-01-06,2921.00,1201.00,23,58.0,3085.36,-5.33,1170.96,2.57
2022-01-07,2955.00,1201.50,24,57.0,3085.36,-4.23,1170.96,2.61
2022-01-10,2927.00,1199.10,24,56.0,3085.36,-5.13,1170.96,2.40
2022-01-11,2927.00,1194.70,23,57.0,3085.36,-5.13,1170.96,2.03
2022-01-12,2972.00,1190.50,23,58.0,3085.36,-3.67,1170.96,1.67
2022-01-13,2962.00,1187.50,23,59.0,3085.36,-4.00,1170.96,1.41
2022-01-14,2922.00,1187.30,24,56.0,3085.36,-5.29,1170.96,1.40
2022-01-17,2890.00,1192.70,24,55.0,3085.36,-6.33,1170.96,1.86
2022-01-18,2864.00,1190.10,24,56.0,3085.36,-7.17,1170.96,1.63
2022-01-19,2842.00,1191.70,24,58.0,3085.36,-7.89,1170.96,1.77
2022-01-20,2863.00,1192.40,23,56.0,3085.36,-7.21,1170.96,1.83
2022-01-21,2834.00,1194.00,23,56.0,3085.36,-8.15,1170.96,1.97
2022-01-24,2792.00,1196.10,24,57.0,3085.36,-9.51,1170.96,2.15
2022-01-25,2720.00,1198.60,25,56.0,3085.36,-11.84,1170.96,2.36
2022-01-26,2709.00,1197.70,24,55.0,3085.36,-12.20,1170.96,2.28
2022-01-27,2614.00,1202.80,24,56.0,3085.36,-15.28,1170.96,2.72
2022-01-28,2663.00,1205.50,25,58.0,3085.36,-13.69,1170.96,2.95
2022-02-03,2708.00,1206.40,25,57.0,3020.10,-10.33,1179.42,2.29
2022-02-04,2750.00,1197.00,25,58.0,3020.10,-8.94,1179.42,1.49
2022-02-07,2745.00,1200.70,26,58.0,3020.10,-9.11,1179.42,1.80
2022-02-08,2746.00,1197.70,27,57.0,3020.10,-9.08,1179.42,1.55
2022-02-09,2769.00,1196.50,26,58.0,3020.10,-8.31,1179.42,1.45
2022-02-10,2772.00,1196.50,26,59.0,3020.10,-8.21,1179.42,1.45
2022-02-14,2704.00,1191.10,27,58.0,3020.10,-10.47,1179.42,0.99
2022-02-15,2677.00,1199.80,28,58.0,3020.10,-11.36,1179.42,1.73
2022-02-16,2730.00,1197.60,28,58.0,3020.10,-9.61,1179.42,1.54
2022-02-17,2744.00,1197.10,27,60.0,3020.10,-9.14,1179.42,1.50
2022-02-18,2745.00,1195.90,28,60.0,3020.10,-9.11,1179.42,1.40
2022-02-21,2744.00,1192.10,28,59.0,3020.10,-9.14,1179.42,1.08
2022-02-22,2707.00,1192.70,27,59.0,3020.10,-10.37,1179.42,1.13
2022-02-23,2720.00,1193.60,27,59.0,3020.10,-9.94,1179.42,1.20
2022-02-24,2649.00,1202.40,27,60.0,3020.10,-12.29,1179.42,1.95
2022-02-25,2677.00,1201.60,28,61.0,3020.10,-11.36,1179.42,1.88
2022-02-28,2699.00,1202.30,29,62.0,3020.10,-10.63,1179.42,1.94
2022-03-02,2704.00,1206.10,31,62.0,2948.36,-8.29,1185.32,1.75
2022-03-03,2747.00,1204.60,30,64.0,2948.36,-6.83,1185.32,1.63
2022-03-04,2713.00,1214.20,29,64.0,2948.36,-7.98,1185.32,2.44
2022-03-07,2651.00,1227.10,31,63.0,2948.36,-10.09,1185.32,3.53
2022-03-08,2622.00,1237.00,35,64.0,2948.36,-11.07,1185.32,4.36
2022-03-10,2680.00,1228.30,32,66.0,2948.36,-9.10,1185.32,3.63
2022-03-11,2661.00,1232.00,29,66.0,2948.36,-9.75,1185.32,3.94
2022-03-14,2646.00,1242.30,31,67.0,2948.36,-10.26,1185.32,4.81
2022-03-15,2622.00,1242.80,32,68.0,2948.36,-11.07,1185.32,4.85
2022-03-16,2659.00,1235.70,33,68.0,2948.36,-9.81,1185.32,4.25
2022-03-17,2695.00,1214.30,30,68.0,2948.36,-8.59,1185.32,2.45
2022-03-18,2707.00,1207.60,28,68.0,2948.36,-8.19,1185.32,1.88
2022-03-21,2686.00,1216.30,28,67.0,2948.36,-8.90,1185.32,2.61
2022-03-22,2710.00,1218.10,29,65.0,2948.36,-8.08,1185.32,2.77
2022-03-23,2735.00,1213.80,29,64.0,2948.36,-7.24,1185.32,2.40
2022-03-24,2730.00,1218.80,29,64.0,2948.36,-7.41,1185.32,2.82
2022-03-25,2730.00,1218.80,29,65.0,2948.36,-7.41,1185.32,2.82
2022-03-28,2730.00,1227.30,28,64.0,2948.36,-7.41,1185.32,3.54
2022-03-29,2741.00,1219.80,30,65.0,2948.36,-7.03,1185.32,2.91
2022-03-30,2747.00,1209.60,28,67.0,2948.36,-6.83,1185.32,2.05
2022-03-31,2758.00,1212.10,28,68.0,2948.36,-6.46,1185.32,2.26
2022-04-01,2740.00,1215.50,29,68.0,2876.21,-4.74,1193.82,1.82
2022-04-04,2758.00,1214.40,29,66.0,2876.21,-4.11,1193.82,1.72
2022-04-05,2759.00,1212.70,28,66.0,2876.21,-4.08,1193.82,1.58
2022-04-06,2735.00,1218.30,29,65.0,2876.21,-4.91,1193.82,2.05
2022-04-07,2696.00,1219.50,30,65.0,2876.21,-6.27,1193.82,2.15
2022-04-08,2700.00,1225.10,30,65.0,2876.21,-6.13,1193.82,2.62
2022-04-11,2693.00,1233.10,30,62.0,2876.21,-6.37,1193.82,3.29
2022-04-12,2667.00,1236.20,32,66.0,2876.21,-7.27,1193.82,3.55
2022-04-13,2716.00,1228.00,32,69.0,2876.21,-5.57,1193.82,2.86
2022-04-14,2717.00,1224.70,31,69.0,2876.21,-5.54,1193.82,2.59
2022-04-15,2696.00,1229.60,32,70.0,2876.21,-6.27,1193.82,3.00
2022-04-18,2693.00,1234.40,32,70.0,2876.21,-6.37,1193.82,3.40
2022-04-19,2719.00,1236.90,32,69.0,2876.21,-5.47,1193.82,3.61
2022-04-20,2719.00,1236.10,33,70.0,2876.21,-5.47,1193.82,3.54
2022-04-21,2728.00,1239.00,33,72.0,2876.21,-5.15,1193.82,3.78
2022-04-22,2705.00,1239.10,34,72.0,2876.21,-5.95,1193.82,3.79
2022-04-25,2657.00,1249.90,36,74.0,2876.21,-7.62,1193.82,4.70
2022-04-26,2668.00,1250.80,38,75.0,2876.21,-7.24,1193.82,4.77
2022-04-27,2639.00,1265.20,39,70.0,2876.21,-8.25,1193.82,5.98
2022-04-28,2667.00,1272.50,39,71.0,2876.21,-7.27,1193.82,6.59
2022-04-29,2695.00,1255.90,40,72.0,2876.21,-6.30,1193.82,5.20
2022-05-02,2687.00,1265.10,40,70.0,2829.13,-5.02,1202.71,5.19
2022-05-03,2680.00,1267.80,40,72.0,2829.13,-5.27,1202.71,5.41
2022-05-04,2678.00,1266.30,42,71.0,2829.13,-5.34,1202.71,5.29
2022-05-06,2645.00,1272.70,42,72.0,2829.13,-6.51,1202.71,5.82
2022-05-09,2611.00,1274.00,42,74.0,2829.13,-7.71,1202.71,5.93
2022-05-10,2597.00,1276.40,43,72.0,2829.13,-8.20,1202.71,6.13
2022-05-11,2592.00,1275.30,43,76.0,2829.13,-8.38,1202.71,6.04
2022-05-12,2550.00,1288.60,41,76.0,2829.13,-9.87,1202.71,7.14
2022-05-13,2604.00,1284.20,44,76.0,2829.13,-7.96,1202.71,6.78
2022-05-16,2597.00,1284.10,46,73.0,2829.13,-8.20,1202.71,6.77
2022-05-17,2620.00,1275.00,46,75.0,2829.13,-7.39,1202.71,6.01
2022-05-18,2626.00,1266.60,45,76.0,2829.13,-7.18,1202.71,5.31
2022-05-19,2592.00,1277.70,45,77.0,2829.13,-8.38,1202.71,6.23
2022-05-20,2639.00,1268.10,48,77.0,2829.13,-6.72,1202.71,5.44
2022-05-23,2647.00,1264.10,48,78.0,2829.13,-6.44,1202.71,5.10
2022-05-24,2606.00,1266.20,47,77.0,2829.13,-7.89,1202.71,5.28
2022-05-25,2617.00,1264.60,47,77.0,2829.13,-7.50,1202.71,5.15
2022-05-26,2612.00,1267.00,46,77.0,2829.13,-7.67,1202.71,5.35
2022-05-27,2638.00,1256.20,45,78.0,2829.13,-6.76,1202.71,4.45
2022-05-30,2670.00,1238.60,46,78.0,2829.13,-5.62,1202.71,2.98
2022-05-31,2686.00,1237.20,43,78.0,2829.13,-5.06,1202.71,2.87
2022-06-02,2659.00,1252.10,45,77.0,2770.21,-4.01,1217.50,2.84
2022-06-03,2671.00,1242.70,45,78.0,2770.21,-3.58,1217.50,2.07
2022-06-07,2626.00,1257.70,44,77.0,2770.21,-5.21,1217.50,3.30
2022-06-08,2626.00,1253.80,43,77.0,2770.21,-5.21,1217.50,2.98
2022-06-09,2625.00,1256.90,43,79.0,2770.21,-5.24,1217.50,3.24
2022-06-10,2596.00,1268.90,45,72.0,2770.21,-6.29,1217.50,4.22
2022-06-13,2505.00,1284.00,48,71.0,2770.21,-9.57,1217.50,5.46
2022-06-14,2493.00,1286.40,52,72.0,2770.21,-10.01,1217.50,5.66
2022-06-15,2447.00,1290.50,52,70.0,2770.21,-11.67,1217.50,6.00
2022-06-16,2451.00,1285.60,49,71.0,2770.21,-11.52,1217.50,5.59
2022-06-20,2391.00,1292.40,50,71.0,2770.21,-13.69,1217.50,6.15
2022-06-22,2343.00,1297.30,48,76.0,2770.21,-15.42,1217.50,6.55
2022-06-23,2314.00,1301.80,48,75.0,2770.21,-16.47,1217.50,6.92
2022-06-24,2367.00,1298.20,50,78.0,2770.21,-14.56,1217.50,6.63
2022-06-27,2402.00,1286.50,48,77.0,2770.21,-13.29,1217.50,5.67
2022-06-28,2422.00,1283.40,49,79.0,2770.21,-12.57,1217.50,5.41
2022-06-29,2378.00,1299.00,49,81.0,2770.21,-14.16,1217.50,6.69
2022-06-30,2333.00,1298.40,50,81.0,2770.21,-15.78,1217.50,6.64
2022-07-01,2305.00,1297.30,54,82.0,2685.42,-14.17,1233.24,5.19
2022-07-04,2300.00,1297.10,53,81.7,2685.42,-14.35,1233.24,5.18
2022-07-05,2342.00,1300.30,54,82.7,2685.42,-12.79,1233.24,5.44
2022-07-06,2292.00,1306.30,56,84.7,2685.42,-14.65,1233.24,5.92
2022-07-07,2334.00,1299.80,56,85.1,2685.42,-13.09,1233.24,5.40
2022-07-08,2351.00,1300.40,53,87.1,2685.42,-12.45,1233.24,5.45
2022-07-11,2340.00,1303.90,52,87.4,2685.42,-12.86,1233.24,5.73
2022-07-12,2318.00,1312.10,53,86.7,2685.42,-13.68,1233.24,6.39
2022-07-13,2329.00,1306.90,53,88.3,2685.42,-13.27,1233.24,5.97
2022-07-14,2322.00,1312.10,53,87.9,2685.42,-13.53,1233.24,6.39
2022-07-15,2331.00,1326.10,52,88.6,2685.42,-13.20,1233.24,7.53
2022-07-18,2375.00,1317.40,51,89.2,2685.42,-11.56,1233.24,6.82
2022-07-19,2371.00,1313.40,52,90.0,2685.42,-11.71,1233.24,6.50
2022-07-20,2387.00,1312.90,51,90.1,2685.42,-11.11,1233.24,6.46
2022-07-21,2409.00,1307.70,48,90.8,2685.42,-10.29,1233.24,6.04
2022-07-22,2393.00,1313.00,48,91.7,2685.42,-10.89,1233.24,6.47
2022-07-25,2404.00,1313.70,47,92.9,2685.42,-10.48,1233.24,6.52
2022-07-26,2413.00,1307.60,45,94.2,2685.42,-10.14,1233.24,6.03
2022-07-28,2435.00,1296.10,45,95.2,2685.42,-9.33,1233.24,5.10
2022-07-29,2452.00,1299.10,42,96.0,2685.42,-8.69,1233.24,5.34
2022-08-01,2452.00,1304.00,40,96.2,2599.77,-5.68,1252.20,4.14
2022-08-03,2461.00,1310.30,44,98.0,2599.77,-5.34,1252.20,4.64
2022-08-04,2473.00,1310.10,41,97.7,2599.77,-4.88,1252.20,4.62
2022-08-05,2491.00,1298.30,41,97.7,2599.77,-4.18,1252.20,3.68
2022-08-08,2493.00,1306.40,40,97.9,2599.77,-4.11,1252.20,4.33
2022-08-09,2503.00,1304.60,39,98.5,2599.77,-3.72,1252.20,4.18
2022-08-10,2481.00,1310.40,39,97.9,2599.77,-4.57,1252.20,4.65
2022-08-11,2524.00,1303.00,35,98.7,2599.77,-2.91,1252.20,4.06
2022-08-12,2528.00,1302.40,35,97.8,2599.77,-2.76,1252.20,4.01
2022-08-16,2534.00,1308.10,35,97.9,2599.77,-2.53,1252.20,4.46
2022-08-17,2516.00,1310.30,34,98.9,2599.77,-3.22,1252.20,4.64
2022-08-18,2508.00,1320.70,36,98.9,2599.77,-3.53,1252.20,5.47
2022-08-19,2493.00,1325.90,35,98.9,2599.77,-4.11,1252.20,5.89
2022-08-22,2463.00,1339.80,36,99.0,2599.77,-5.26,1252.20,7.00
2022-08-23,2435.00,1345.50,38,98.9,2599.77,-6.34,1252.20,7.45
2022-08-24,2447.00,1342.10,35,98.7,2599.77,-5.88,1252.20,7.18
2022-08-25,2477.00,1335.20,33,97.6,2599.77,-4.72,1252.20,6.63
2022-08-29,2427.00,1350.40,35,96.8,2599.77,-6.65,1252.20,7.84
2022-08-30,2451.00,1346.70,35,97.6,2599.77,-5.72,1252.20,7.55
2022-08-31,2472.00,1337.60,35,97.3,2599.77,-4.91,1252.20,6.82
2022-09-01,2416.00,1354.90,32,96.9,2562.94,-5.73,1271.16,6.59
2022-09-02,2409.00,1362.60,33,97.7,2562.94,-6.01,1271.16,7.19
2022-09-05,2404.00,1371.40,32,98.0,2562.94,-6.20,1271.16,7.89
2022-09-06,2410.00,1371.70,33,98.0,2562.94,-5.97,1271.16,7.91
2022-09-07,2376.00,1384.20,33,98.3,2562.94,-7.29,1271.16,8.89
2022-09-13,2450.00,1373.60,31,98.9,2562.94,-4.41,1271.16,8.06
2022-09-14,2411.00,1390.90,33,99.4,2562.94,-5.93,1271.16,9.42
2022-09-15,2402.00,1393.70,32,98.9,2562.94,-6.28,1271.16,9.64
2022-09-16,2383.00,1388.00,32,99.1,2562.94,-7.02,1271.16,9.19
2022-09-19,2356.00,1393.60,33,99.2,2562.94,-8.07,1271.16,9.63
2022-09-21,2347.00,1394.20,38,99.6,2562.94,-8.43,1271.16,9.68
2022-09-22,2332.00,1409.70,40,98.8,2562.94,-9.01,1271.16,10.90
2022-09-23,2290.00,1409.30,45,99.0,2562.94,-10.65,1271.16,10.87
2022-09-26,2221.00,1431.30,50,98.0,2562.94,-13.34,1271.16,12.60
2022-09-27,2224.00,1421.50,54,100.4,2562.94,-13.22,1271.16,11.83
2022-09-29,2171.00,1438.90,55,107.5,2562.94,-15.29,1271.16,13.20
2022-09-30,2155.00,1430.20,61,109.4,2562.94,-15.92,1271.16,12.51
2022-10-04,2209.00,1426.50,57,109.4,2505.97,-11.85,1298.15,9.89
2022-10-05,2215.00,1410.10,54,108.5,2505.97,-11.61,1298.15,8.62
2022-10-06,2238.00,1402.40,55,108.6,2505.97,-10.69,1298.15,8.03
2022-10-07,2233.00,1412.40,56,108.2,2505.97,-10.89,1298.15,8.80
2022-10-11,2192.00,1435.20,60,109.4,2505.97,-12.53,1298.15,10.56
2022-10-12,2202.00,1424.90,62,110.3,2505.97,-12.13,1298.15,9.76
2022-10-13,2163.00,1431.30,61,110.7,2505.97,-13.69,1298.15,10.26
2022-10-17,2220.00,1435.30,62,113.4,2505.97,-11.41,1298.15,10.57
2022-10-18,2250.00,1422.70,60,116.6,2505.97,-10.21,1298.15,9.59
2022-10-19,2237.00,1426.20,58,120.2,2505.97,-10.73,1298.15,9.86
2022-10-20,2218.00,1433.30,59,123.8,2505.97,-11.49,1298.15,10.41
2022-10-21,2213.00,1439.80,62,124.1,2505.97,-11.69,1298.15,10.91
2022-10-24,2236.00,1439.70,62,128.7,2505.97,-10.77,1298.15,10.90
2022-10-25,2235.00,1433.10,64,130.7,2505.97,-10.81,1298.15,10.40
2022-10-26,2250.00,1426.60,64,134.5,2505.97,-10.21,1298.15,9.90
2022-10-27,2289.00,1417.00,64,136.6,2505.97,-8.66,1298.15,9.16
2022-10-28,2268.00,1421.50,65,137.5,2505.97,-9.50,1298.15,9.50
2022-11-01,2335.00,1417.20,70,141.8,2427.43,-3.81,1329.06,6.63
2022-11-02,2337.00,1417.40,69,143.8,2427.43,-3.73,1329.06,6.65
2022-11-03,2329.00,1423.80,70,145.8,2427.43,-4.06,1329.06,7.13
2022-11-04,2348.00,1419.20,75,147.3,2427.43,-3.27,1329.06,6.78
2022-11-08,2399.00,1384.90,65,148.6,2427.43,-1.17,1329.06,4.20
2022-11-10,2402.00,1377.50,63,151.8,2427.43,-1.05,1329.06,3.64
2022-11-11,2483.00,1318.40,58,152.7,2427.43,2.29,1329.06,-0.80
2022-11-14,2475.00,1325.90,56,157.0,2427.43,1.96,1329.06,-0.24
2022-11-15,2480.00,1317.60,53,159.3,2427.43,2.17,1329.06,-0.86
2022-11-16,2477.00,1325.00,54,160.8,2427.43,2.04,1329.06,-0.31
2022-11-17,2443.00,1339.10,52,160.6,2427.43,0.64,1329.06,0.76
2022-11-18,2444.00,1340.30,53,164.2,2427.43,0.68,1329.06,0.85
2022-11-21,2420.00,1354.70,52,165.5,2427.43,-0.31,1329.06,1.93
2022-11-22,2405.00,1356.60,55,167.2,2427.43,-0.92,1329.06,2.07
2022-11-23,2418.00,1351.80,53,168.7,2427.43,-0.39,1329.06,1.71
2022-11-24,2441.00,1328.20,52,171.3,2427.43,0.56,1329.06,-0.06
2022-11-25,2438.00,1323.70,52,173.2,2427.43,0.44,1329.06,-0.40
2022-11-28,2408.00,1340.20,50,173.6,2427.43,-0.80,1329.06,0.84
2022-11-29,2433.00,1326.60,51,174.5,2427.43,0.23,1329.06,-0.19
2022-11-30,2473.00,1318.80,50,175.6,2427.43,1.88,1329.06,-0.77
2022-12-01,2480.00,1299.70,50,177.7,2388.34,3.84,1345.14,-3.38
2022-12-02,2434.00,1299.90,49,177.0,2388.34,1.91,1345.14,-3.36
2022-12-05,2419.00,1292.60,51,176.1,2388.34,1.28,1345.14,-3.91
2022-12-06,2393.00,1318.80,52,175.4,2388.34,0.20,1345.14,-1.96
2022-12-07,2383.00,1321.70,53,173.9,2388.34,-0.22,1345.14,-1.74
2022-12-08,2371.00,1318.00,54,173.6,2388.34,-0.73,1345.14,-2.02
2022-12-09,2389.00,1301.30,54,173.4,2388.34,0.03,1345.14,-3.26
2022-12-12,2373.00,1307.20,54,176.0,2388.34,-0.64,1345.14,-2.82
2022-12-13,2372.00,1306.00,53,175.1,2388.34,-0.68,1345.14,-2.91
2022-12-14,2399.00,1296.30,50,174.2,2388.34,0.45,1345.14,-3.63
2022-12-15,2361.00,1303.10,51,172.7,2388.34,-1.14,1345.14,-3.13
2022-12-16,2360.00,1305.40,53,168.8,2388.34,-1.19,1345.14,-2.95
2022-12-19,2352.00,1302.90,56,167.2,2388.34,-1.52,1345.14,-3.14
2022-12-20,2333.00,1289.60,56,164.8,2388.34,-2.32,1345.14,-4.13
2022-12-21,2329.00,1285.70,56,163.4,2388.34,-2.48,1345.14,-4.42
2022-12-22,2357.00,1276.20,55,162.5,2388.34,-1.31,1345.14,-5.12
2022-12-23,2314.00,1280.80,55,159.2,2388.34,-3.11,1345.14,-4.78
2022-12-26,2317.00,1274.80,53,157.2,2388.34,-2.99,1345.14,-5.23
2022-12-27,2333.00,1271.40,53,155.7,2388.34,-2.32,1345.14,-5.48
2022-12-28,2280.00,1267.00,52,153.5,2388.34,-4.54,1345.14,-5.81
2022-12-29,2236.00,1264.50,53,151.9,2388.34,-6.38,1345.14,-5.99
2022-12-30,2236.00,1264.50,54,150.9,2388.34,-6.38,1345.14,-5.99
2023-01-02,2226.00,1272.60,55,148.0,2367.81,-5.99,1345.41,-5.41
2023-01-03,2219.00,1271.00,55,147.0,2367.81,-6.28,1345.41,-5.53
